"IBM Posto","Nome Posto","Data","Hora","Tipo","Bomba","Bico","Produto","Volume (L)","Valor a Receber","Desconto Posto","Desconto Shell","Creditos no Shellbox","Shell Box Clube","Valor Pago Cliente","Cod. Status Transacao","Status Transacao","ID Frentista","ID Transacao","ID do Produto","Payout Status","Pagamento ID 1","Parceiro","Codigo do Voucher","Nome da Campanha","Data de inicio da Transação","Categoria"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","15:55:37","Abastecimento","5","11","Etanol Comum","9.55","R$ 40,00","R$ 0,96","R$ 0,00","R$ 0,00","R$ 0,00","R$ 39,04","3","Sucesso","B32809EED033CF93","189900600","21","","19259119x189900600x1737226450102","-","-","-","2025-01-18 18:53:49.000 UTC","Pix"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","15:49:43","Abastecimento","6","15","Gasolina Comum","10.0","R$ 61,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 61,90","3","Sucesso","B32809D53885477E","189900070","11","-","727c6032-1f96-41de-a75e-ce2d18745945","-","-","-","2025-01-18 18:49:43.000 UTC","App Banco Inter"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","15:38:12","Abastecimento","4","8","Etanol Comum","41.82","R$ 175,23","R$ 4,18","R$ 0,00","R$ 0,00","R$ 0,00","R$ 171,05","3","Sucesso","B32809EED07E1A38","189898492","21","","99719975768","Mercado Pago","-","-","2025-01-18 18:37:52.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","15:27:24","Abastecimento","6","15","Gasolina Comum","15.0","R$ 92,85","R$ 1,50","R$ 0,00","R$ 0,00","R$ 0,00","R$ 91,35","3","Sucesso","B32809EED07E1A38","189897078","11","","-","-","-","-","2025-01-18 18:27:06.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","15:25:01","Abastecimento","4","8","Etanol Comum","50.99","R$ 213,65","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 213,65","3","Sucesso","B32809092ED863D9","189896801","21","-","39be29b2-936a-4bb6-9de3-28c270cf7dba","-","-","-","2025-01-18 18:25:02.000 UTC","App Banco Inter"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","15:21:05","Abastecimento","1","2","Gasolina Comum","12.92","R$ 80,00","R$ 1,29","R$ 0,00","R$ 0,00","R$ 0,00","R$ 78,71","3","Sucesso","B32809EED033CF93","189896155","11","","-","-","-","-","2025-01-18 18:19:49.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","15:18:25","Abastecimento","4","9","Gasolina Comum","51.91","R$ 321,32","R$ 5,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 316,13","3","Sucesso","B32809EED033CF93","189895879","11","","-","-","-","-","2025-01-18 18:17:58.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","15:10:01","Abastecimento","5","11","Etanol Comum","7.16","R$ 30,00","R$ 0,72","R$ 0,00","R$ 0,00","R$ 0,00","R$ 29,28","3","Sucesso","B32809EED07E1A38","189894778","21","","99717769722","Mercado Pago","-","-","2025-01-18 18:09:48.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","15:07:29","Abastecimento","4","9","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809EED033CF93","189894394","11","","99718017010","Mercado Pago","-","-","2025-01-18 18:07:09.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","15:05:50","Abastecimento","2","4","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809092ED863D9","189894066","11","","-","-","-","-","2025-01-18 18:04:47.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","14:59:07","Abastecimento","2","3","Etanol Comum","9.55","R$ 40,00","R$ 0,96","R$ 0,00","R$ 0,00","R$ 2,55","R$ 36,49","3","Sucesso","B32809EED033D53C","189893235","21","","-","-","-","-","2025-01-18 17:58:42.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","14:51:28","Abastecimento","3","6","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 14,76","R$ 83,62","3","Sucesso","B32809092ED863D9","189892163","11","","-","-","-","-","2025-01-18 17:50:54.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","14:50:20","Abastecimento","4","9","Gasolina Comum","17.0","R$ 105,23","R$ 1,70","R$ 0,00","R$ 0,00","R$ 0,00","R$ 103,53","3","Sucesso","B32809EED033CF93","189892065","11","","-","-","-","-","2025-01-18 17:50:06.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","14:44:56","Abastecimento","6","19","Shell V-Power Gasolina","6.07","R$ 40,00","R$ 0,61","R$ 0,00","R$ 0,00","R$ 0,00","R$ 39,39","3","Sucesso","B32809D53885477E","189891271","12","","-","-","-","-","2025-01-18 17:44:39.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","14:40:22","Abastecimento","6","19","Shell V-Power Gasolina","15.17","R$ 100,00","R$ 1,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,48","3","Sucesso","B32809EED07ED77A","189890611","12","","99716004718","Mercado Pago","-","-","2025-01-18 17:39:59.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","14:37:43","Abastecimento","2","3","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809D53885477E","189890230","21","","-","-","-","-","2025-01-18 17:37:09.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","14:35:37","Abastecimento","3","6","Gasolina Comum","8.0","R$ 49,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,52","3","Sucesso","B32809EED033CF93","189890033","11","-","f68ae1f0-1b60-4b75-951c-2d7ea6af6cae","-","-","-","2025-01-18 17:35:37.000 UTC","App Banco Inter"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","14:33:55","Abastecimento","1","7","Shell V-Power Gasolina","15.17","R$ 100,00","R$ 1,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,48","3","Sucesso","B32809092ED863D9","189889599","12","","4170492x189889599x1737221551853","-","-","-","2025-01-18 17:32:17.000 UTC","Pix"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","14:27:48","Abastecimento","3","6","Gasolina Comum","17.0","R$ 105,23","R$ 1,70","R$ 0,00","R$ 0,00","R$ 0,00","R$ 103,53","3","Sucesso","B32809EED033CF93","189888955","11","","-","-","-","-","2025-01-18 17:27:36.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","14:25:25","Abastecimento","1","7","Shell V-Power Gasolina","30.35","R$ 200,00","R$ 3,04","R$ 0,00","R$ 0,00","R$ 0,00","R$ 196,96","3","Sucesso","B32809D53885477E","189888565","12","","-","-","-","-","2025-01-18 17:24:57.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","14:19:56","Abastecimento","1","1","Etanol Comum","14.32","R$ 60,00","R$ 1,43","R$ 0,00","R$ 0,00","R$ 0,00","R$ 58,57","3","Sucesso","B32809092ED863D9","189887772","21","","-","-","-","-","2025-01-18 17:19:39.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","14:19:46","Abastecimento","3","5","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809EED033D53C","189887674","21","","-","-","-","-","2025-01-18 17:19:03.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","14:13:00","Abastecimento","3","5","Etanol Comum","41.31","R$ 173,09","R$ 4,13","R$ 0,00","R$ 0,00","R$ 0,00","R$ 168,96","3","Sucesso","B32809D53885477E","189886728","21","","-","-","-","-","2025-01-18 17:12:27.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","14:04:47","Abastecimento","6","19","Shell V-Power Gasolina","15.17","R$ 100,00","R$ 1,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,48","3","Sucesso","B32809D53885477E","189885430","12","","99347039049","Mercado Pago","-","-","2025-01-18 17:03:33.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","13:55:00","Abastecimento","4","9","Gasolina Comum","49.61","R$ 307,09","R$ 4,96","R$ 0,00","R$ 0,00","R$ 0,00","R$ 302,13","3","Sucesso","B32809D53885477E","189884206","11","","-","-","-","-","2025-01-18 16:54:37.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","13:48:44","Abastecimento","2","4","Gasolina Comum","27.46","R$ 170,00","R$ 2,75","R$ 0,00","R$ 0,00","R$ 0,00","R$ 167,25","3","Sucesso","B32809D53885477E","189883227","11","","16697227x189883227x1737218888286","-","-","-","2025-01-18 16:47:48.000 UTC","Pix"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","13:48:37","Abastecimento","4","9","Gasolina Comum","3.23","R$ 20,00","R$ 0,32","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19,68","3","Sucesso","B32809EED033CF93","189883291","11","","-","-","-","-","2025-01-18 16:48:14.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","13:43:34","Abastecimento","1","1","Etanol Comum","7.89","R$ 33,06","R$ 0,79","R$ 0,00","R$ 0,00","R$ 0,00","R$ 32,27","3","Sucesso","B32809EED033236E","189882582","21","","-","-","-","-","2025-01-18 16:43:17.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","13:36:20","Abastecimento","6","14","Etanol Comum","16.71","R$ 70,00","R$ 1,67","R$ 0,00","R$ 0,00","R$ 0,00","R$ 68,33","3","Sucesso","B32809092ED863D9","189881478","21","","-","-","-","-","2025-01-18 16:35:59.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","13:34:21","Abastecimento","2","4","Gasolina Comum","4.85","R$ 30,00","R$ 0,48","R$ 0,00","R$ 0,00","R$ 0,00","R$ 29,52","3","Sucesso","B32809EED033CF93","189881138","11","","-","-","-","-","2025-01-18 16:33:33.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","13:07:40","Abastecimento","1","2","Gasolina Comum","41.03","R$ 253,98","R$ 4,10","R$ 0,00","R$ 0,00","R$ 0,00","R$ 249,88","3","Sucesso","B32809EED033236E","189877125","11","","99707577160","Mercado Pago","-","-","2025-01-18 16:07:15.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","13:06:36","Abastecimento","6","15","Gasolina Comum","20.0","R$ 123,80","R$ 2,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 121,80","3","Sucesso","B32809092ED863D9","189876985","11","","99707982226","Mercado Pago","-","-","2025-01-18 16:06:17.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","13:05:35","Abastecimento","4","8","Etanol Comum","22.3","R$ 93,44","R$ 2,23","R$ 0,00","R$ 0,00","R$ 0,00","R$ 91,21","3","Sucesso","B32809EED033D53C","189876762","21","","8c11n29w","-","-","-","2025-01-18 16:04:57.000 UTC","PayPal"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","13:03:44","Abastecimento","6","14","Etanol Comum","15.0","R$ 62,85","R$ 1,50","R$ 0,00","R$ 0,00","R$ 0,00","R$ 61,35","3","Sucesso","B32809092ED863D9","189876515","21","","99341930233","Mercado Pago","-","-","2025-01-18 16:03:27.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","13:01:51","Abastecimento","6","14","Etanol Comum","4.77","R$ 20,00","R$ 0,48","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19,52","3","Sucesso","B32809092ED863D9","189876224","21","","99341614459","Mercado Pago","-","-","2025-01-18 16:01:34.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","12:58:02","Abastecimento","6","15","Gasolina Comum","28.73","R$ 177,84","R$ 2,87","R$ 0,00","R$ 0,00","R$ 0,00","R$ 174,97","3","Sucesso","B32809EED033D53C","189875533","11","","-","-","-","-","2025-01-18 15:57:24.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","12:57:50","Abastecimento","1","1","Etanol Comum","33.89","R$ 142,00","R$ 3,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 138,61","3","Sucesso","B32809092ED863D9","189875531","21","","-","-","-","-","2025-01-18 15:57:23.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","12:52:40","Abastecimento","6","15","Gasolina Comum","4.85","R$ 30,00","R$ 0,48","R$ 0,00","R$ 0,00","R$ 0,00","R$ 29,52","3","Sucesso","B32809EED033D53C","189874573","11","","-","-","-","-","2025-01-18 15:51:20.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","12:51:19","Abastecimento","4","9","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809EED033D53C","189874365","11","","19072429x189874365x1737215425273","-","-","-","2025-01-18 15:50:04.000 UTC","Pix"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","12:48:12","Abastecimento","5","12","Gasolina Comum","35.04","R$ 216,90","R$ 3,50","R$ 0,00","R$ 0,00","R$ 0,00","R$ 213,40","3","Sucesso","B32809EED033D53C","189873984","11","","5eqyhrw3","-","-","-","2025-01-18 15:47:44.000 UTC","PayPal"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","12:47:19","Abastecimento","4","8","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809092ED863D9","189873811","21","","-","-","-","-","2025-01-18 15:46:43.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","12:45:39","Abastecimento","6","14","Etanol Comum","50.0","R$ 209,50","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 209,50","3","Sucesso","B32809EED07EF3DA","189873635","21","-","767790a8-66d9-471c-997b-a91c55eed6cf","-","-","-","2025-01-18 15:45:39.000 UTC","App Banco Inter"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","12:38:10","Abastecimento","3","5","Etanol Comum","17.8","R$ 74,58","R$ 1,78","R$ 0,00","R$ 0,00","R$ 0,00","R$ 72,80","3","Sucesso","B32809EED033CF93","189872359","21","","-","-","-","-","2025-01-18 15:37:52.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","12:25:03","Abastecimento","6","15","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,58","3","Sucesso","B32809D538851035","189870172","11","","-","-","-","-","2025-01-18 15:24:27.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","12:15:12","Abastecimento","5","12","Gasolina Comum","28.97","R$ 179,32","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 179,32","3","Sucesso","B32809EED033D53C","189868478","11","-","45356221","-","-","-","2025-01-18 15:15:12.000 UTC","App Porto Seguro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","12:10:34","Abastecimento","6","14","Etanol Comum","9.55","R$ 40,00","R$ 0,96","R$ 0,00","R$ 0,00","R$ 15,89","R$ 23,15","3","Sucesso","B32809EED033D53C","189867582","21","","-","-","-","-","2025-01-18 15:10:08.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","12:09:21","Abastecimento","4","9","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 3,57","R$ 94,81","3","Sucesso","B32809EED07EF3DA","189867356","11","","-","-","-","-","2025-01-18 15:08:57.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","11:58:33","Abastecimento","2","3","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809EED033CF93","189865493","21","","-","-","-","-","2025-01-18 14:58:18.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","11:52:51","Abastecimento","4","8","Etanol Comum","40.94","R$ 171,54","R$ 4,09","R$ 0,00","R$ 0,00","R$ 0,00","R$ 167,45","3","Sucesso","B32809EED033CF93","189864468","21","","99333641623","Mercado Pago","-","-","2025-01-18 14:52:34.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","11:39:25","Abastecimento","3","5","Etanol Comum","23.87","R$ 100,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 100,00","3","Sucesso","B32809EED033CF93","189862159","21","-","undefined","-","-","-","2025-01-18 14:39:26.000 UTC","App XP Investimentos"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","11:34:23","Abastecimento","2","3","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809EED033CF93","189861187","21","","99697511624","Mercado Pago","-","-","2025-01-18 14:34:01.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","11:33:24","Abastecimento","6","15","Gasolina Comum","10.0","R$ 61,90","R$ 1,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 60,90","3","Sucesso","B32809EED07EF3DA","189861033","11","","-","-","-","-","2025-01-18 14:33:10.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","11:27:42","Abastecimento","4","9","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 4,85","R$ 0,00","R$ 0,00","R$ 93,53","3","Sucesso","B32809EED07EF3DA","189860036","11","","-","-","0a40c882-f9a0-47ff-bcfa-4fcbd5cc4cfe","AP-DIG-AQU-2291","2025-01-18 14:27:25.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","11:27:26","Abastecimento","3","6","Gasolina Comum","39.67","R$ 245,56","R$ 3,97","R$ 0,00","R$ 0,00","R$ 0,00","R$ 241,59","3","Sucesso","B32809EED033236E","189859978","11","","99697107140","Mercado Pago","-","-","2025-01-18 14:27:09.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","11:23:45","Abastecimento","1","2","Gasolina Comum","34.22","R$ 211,82","R$ 3,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 208,40","3","Sucesso","B32809EED07EF3DA","189859285","11","","99330643621","Mercado Pago","-","-","2025-01-18 14:23:25.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","11:20:04","Abastecimento","5","12","Gasolina Comum","41.33","R$ 255,83","R$ 4,13","R$ 0,00","R$ 0,00","R$ 0,00","R$ 251,70","3","Sucesso","B32809D538851035","189858614","11","","-","-","-","-","2025-01-18 14:19:48.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","11:18:11","Abastecimento","1","2","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,58","3","Sucesso","B32809EED033CF93","189858240","11","","-","-","-","-","2025-01-18 14:17:53.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","11:12:24","Abastecimento","3","6","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,58","3","Sucesso","B32809EED033CF93","189857183","11","","-","-","-","-","2025-01-18 14:12:06.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","11:05:50","Abastecimento","6","14","Etanol Comum","37.07","R$ 155,32","R$ 3,71","R$ 0,00","R$ 0,00","R$ 0,00","R$ 151,61","3","Sucesso","B32809EED07EF3DA","189855975","21","","-","-","-","-","2025-01-18 14:05:27.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","10:54:13","Abastecimento","6","15","Gasolina Comum","8.89","R$ 55,00","R$ 0,89","R$ 0,00","R$ 0,00","R$ 0,00","R$ 54,11","3","Sucesso","B32809EED033CF93","189853839","11","","-","-","-","-","2025-01-18 13:53:33.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","10:46:06","Abastecimento","3","6","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,19","3","Sucesso","B32809092ED863D9","189852499","11","","1080064487","Mercado Pago","-","-","2025-01-18 13:45:51.000 UTC","Conta Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","10:33:14","Abastecimento","4","8","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809EED033CF93","189850165","21","","-","-","-","-","2025-01-18 13:32:55.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","10:22:22","Abastecimento","5","12","Gasolina Comum","24.23","R$ 150,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 150,00","3","Sucesso","B32809EED033CF93","189848295","11","-","undefined","-","-","-","2025-01-18 13:22:22.000 UTC","App XP Investimentos"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","10:12:51","Abastecimento","3","6","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,58","3","Sucesso","B32809EED07EF3DA","189846621","11","","-","-","-","-","2025-01-18 13:12:37.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","10:10:56","Abastecimento","4","9","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,19","3","Sucesso","B32809EED033CF93","189846228","11","","-","-","-","-","2025-01-18 13:10:26.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","09:49:31","Abastecimento","6","14","Etanol Comum","45.43","R$ 190,35","R$ 4,54","R$ 0,00","R$ 0,00","R$ 0,00","R$ 185,81","3","Sucesso","B32809EED033D53C","189842678","21","","-","-","-","-","2025-01-18 12:48:50.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","09:31:46","Abastecimento","1","2","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,19","3","Sucesso","B32809D538851035","189839834","11","","-","-","-","-","2025-01-18 12:31:31.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","09:26:59","Abastecimento","1","2","Gasolina Comum","35.41","R$ 219,19","R$ 3,54","R$ 0,00","R$ 0,00","R$ 0,00","R$ 215,65","3","Sucesso","B32809D538851035","189839066","11","","-","-","-","-","2025-01-18 12:26:43.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","09:25:06","Abastecimento","7","17","Shell Evolux Diesel S-10","62.42","R$ 386,38","R$ 6,24","R$ 0,00","R$ 0,00","R$ 0,00","R$ 380,14","3","Sucesso","B32809EED033236E","189838722","34","","-","-","-","-","2025-01-18 12:24:32.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","09:22:16","Abastecimento","6","15","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809D538851035","189838311","11","","-","-","-","-","2025-01-18 12:21:56.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","09:20:14","Abastecimento","1","2","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 147,58","R$ 0,00","R$ 0,00","3","Sucesso","B32809EED033D53C","189837904","11","","-","-","-","-","2025-01-18 12:19:30.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","09:12:07","Abastecimento","6","15","Gasolina Comum","49.29","R$ 305,11","R$ 4,93","R$ 0,00","R$ 0,00","R$ 0,00","R$ 300,18","3","Sucesso","B32809EED033D53C","189836714","11","","99320889403","Mercado Pago","-","-","2025-01-18 12:11:40.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","08:59:30","Abastecimento","5","12","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809EED033236E","189834476","11","","-","-","-","-","2025-01-18 11:56:21.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","08:58:51","Abastecimento","2","3","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809EED033236E","189834386","21","","-","-","-","-","2025-01-18 11:55:42.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","08:57:43","Abastecimento","3","6","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,58","3","Sucesso","B32809D538851035","189834639","11","","-","-","-","-","2025-01-18 11:57:27.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","08:51:29","Abastecimento","4","8","Etanol Comum","35.8","R$ 150,00","R$ 3,58","R$ 0,00","R$ 0,00","R$ 0,00","R$ 146,42","3","Sucesso","B32809EED033236E","189833798","21","","-","-","-","-","2025-01-18 11:51:13.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","08:42:13","Abastecimento","2","3","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809EED033236E","189832534","21","","-","-","-","-","2025-01-18 11:41:44.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-18","08:35:16","Abastecimento","6","15","Gasolina Comum","26.26","R$ 162,55","R$ 2,63","R$ 0,00","R$ 0,00","R$ 0,00","R$ 159,92","3","Sucesso","B32809EED07EF3DA","189831663","11","","-","-","-","-","2025-01-18 11:35:00.000 UTC","Dinheiro"
