ID Transação;Data e Hora;Tipo;Status;Parcela;Bandeira;Valor Bruto;Valor Taxa;Valor Antec.;Valor Liquido;Data Pagamento
1018406102;10/04/2024 - 12:10:49;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";11/04/2024
1018419842;10/04/2024 - 12:21:23;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";11/04/2024
1018511036;10/04/2024 - 13:33:52;Débito;Pago;1/1;Mastercard;30;"0,21";0;"29,79";11/04/2024
1018516868;10/04/2024 - 13:38:57;Débito;Pago;1/1;Mastercard;150;"1,05";0;"148,95";11/04/2024
1018547438;10/04/2024 - 14:07:42;Débito;Pago;1/1;Mastercard;"20,61";"0,14";0;"20,47";11/04/2024
1018554762;10/04/2024 - 14:14:20;Débito;Pago;1/1;Mastercard;10;"0,07";0;"9,93";11/04/2024
1018146380;10/04/2024 - 07:58:36;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";11/04/2024
1018151854;10/04/2024 - 08:04:37;Débito;Pago;1/1;Mastercard;80;"0,56";0;"79,44";11/04/2024
1018098458;10/04/2024 - 07:06:08;Débito;Pago;1/1;Mastercard;"182,85";"1,28";0;"181,57";11/04/2024
1018099736;10/04/2024 - 07:07:46;Débito;Pago;1/1;Mastercard;100;"0,7";0;"99,3";11/04/2024
1018100426;10/04/2024 - 07:08:36;Débito;Pago;1/1;Mastercard;100;"0,7";0;"99,3";11/04/2024
1018118134;10/04/2024 - 07:28:38;Débito;Pago;1/1;Mastercard;"93,63";"0,66";0;"92,97";11/04/2024
1018124988;10/04/2024 - 07:36:08;Débito;Pago;1/1;Mastercard;200;"1,4";0;"198,6";11/04/2024
1018283460;10/04/2024 - 10:23:17;Débito;Pago;1/1;Elo;100;"1,04";0;"98,96";11/04/2024
1018393572;10/04/2024 - 12:01:14;Débito;Pago;1/1;Elo;30;"0,31";0;"29,69";11/04/2024
1019005920;10/04/2024 - 19:53:09;Débito;Pago;1/1;Elo;180;"1,87";0;"178,13";11/04/2024
987306513;10/04/2024 - 21:15:41;Débito;Pago;1/1;Elo;15;"0,16";0;"14,84";11/04/2024
1018904260;10/04/2024 - 18:32:24;Débito;Pago;1/1;Elo;100;"1,04";0;"98,96";11/04/2024
986358203;10/04/2024 - 06:33:48;Débito;Pago;1/1;Elo;25;"0,26";0;"24,74";11/04/2024
986660255;10/04/2024 - 11:57:30;Débito;Pago;1/1;Elo;50;"0,52";0;"49,48";11/04/2024
1019964526;11/04/2024 - 18:04:43;Crédito;Pago;1/1;Visa;10;"0,14";0;"9,86";12/04/2024
988006669;11/04/2024 - 16:25:18;Crédito;Pago;1/1;Visa;50;"0,72";0;"49,28";12/04/2024
1019352316;11/04/2024 - 09:52:44;Crédito;Pago;1/1;Mastercard;50;"0,72";0;"49,28";12/04/2024
1020026810;11/04/2024 - 18:44:00;Débito;Pago;1/1;Visa;150;"1,05";0;"148,95";12/04/2024
988347175;11/04/2024 - 21:01:44;Débito;Pago;1/1;Visa;"220,02";"1,54";0;"218,48";12/04/2024
1020064050;11/04/2024 - 19:11:49;Débito;Pago;1/1;Visa;"150,29";"1,05";0;"149,24";12/04/2024
1020079782;11/04/2024 - 19:24:39;Débito;Pago;1/1;Visa;"243,3";"1,7";0;"241,6";12/04/2024
1019746832;11/04/2024 - 15:36:26;Débito;Pago;1/1;Visa;"169,87";"1,19";0;"168,68";12/04/2024
1019631808;11/04/2024 - 13:49:35;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";12/04/2024
1019632968;11/04/2024 - 13:50:39;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";12/04/2024
1019163152;11/04/2024 - 06:02:43;Débito;Pago;1/1;Visa;70;"0,49";0;"69,51";12/04/2024
1019185244;11/04/2024 - 06:49:28;Débito;Pago;1/1;Visa;150;"1,05";0;"148,95";12/04/2024
1019200268;11/04/2024 - 07:09:51;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";12/04/2024
1019214236;11/04/2024 - 07:26:43;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";12/04/2024
1019216028;11/04/2024 - 07:28:52;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";12/04/2024
1019230884;11/04/2024 - 07:45:48;Débito;Pago;1/1;Visa;30;"0,21";0;"29,79";12/04/2024
1019241018;11/04/2024 - 07:56:34;Débito;Pago;1/1;Visa;30;"0,21";0;"29,79";12/04/2024
1019303384;11/04/2024 - 09:04:18;Débito;Pago;1/1;Visa;30;"0,21";0;"29,79";12/04/2024
1019223196;11/04/2024 - 07:36:53;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";12/04/2024
987417965;11/04/2024 - 07:13:09;Débito;Pago;1/1;Visa;"49,45";"0,35";0;"49,1";12/04/2024
987452819;11/04/2024 - 07:56:38;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";12/04/2024
987466037;11/04/2024 - 08:12:27;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";12/04/2024
987481945;11/04/2024 - 08:30:46;Débito;Pago;1/1;Visa;150;"1,05";0;"148,95";12/04/2024
987513331;11/04/2024 - 09:05:12;Débito;Pago;1/1;Visa;20;"0,14";0;"19,86";12/04/2024
987551717;11/04/2024 - 09:43:57;Débito;Pago;1/1;Visa;20;"0,14";0;"19,86";12/04/2024
987624383;11/04/2024 - 10:53:58;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";12/04/2024
987628129;11/04/2024 - 10:57:27;Débito;Pago;1/1;Visa;30;"0,21";0;"29,79";12/04/2024
987706743;11/04/2024 - 12:04:29;Débito;Pago;1/1;Visa;10;"0,07";0;"9,93";12/04/2024
987715935;11/04/2024 - 12:11:31;Débito;Pago;1/1;Visa;40;"0,28";0;"39,72";12/04/2024
987559153;11/04/2024 - 09:51:07;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";12/04/2024
987758409;11/04/2024 - 12:43:59;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";12/04/2024
987805127;11/04/2024 - 13:21:21;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";12/04/2024
987878385;11/04/2024 - 14:30:38;Débito;Pago;1/1;Visa;90;"0,63";0;"89,37";12/04/2024
987878939;11/04/2024 - 14:31:10;Débito;Pago;1/1;Visa;90;"0,63";0;"89,37";12/04/2024
987887731;11/04/2024 - 14:40:08;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";12/04/2024
987926463;11/04/2024 - 15:17:45;Débito;Pago;1/1;Visa;"4,4";"0,03";0;"4,37";12/04/2024
987945275;11/04/2024 - 15:34:56;Débito;Pago;1/1;Mastercard;20;"0,14";0;"19,86";12/04/2024
987948247;11/04/2024 - 15:37:37;Débito;Pago;1/1;Mastercard;100;"0,7";0;"99,3";12/04/2024
987899309;11/04/2024 - 14:52:02;Débito;Pago;1/1;Mastercard;20;"0,14";0;"19,86";12/04/2024
987812481;11/04/2024 - 13:27:43;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
987840453;11/04/2024 - 13:52:47;Débito;Pago;1/1;Mastercard;100;"0,7";0;"99,3";12/04/2024
987867045;11/04/2024 - 14:18:51;Débito;Pago;1/1;Mastercard;"276,99";"1,94";0;"275,05";12/04/2024
987596869;11/04/2024 - 10:27:18;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
987717235;11/04/2024 - 12:12:30;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
987739229;11/04/2024 - 12:29:15;Débito;Pago;1/1;Mastercard;20;"0,14";0;"19,86";12/04/2024
987752761;11/04/2024 - 12:39:43;Débito;Pago;1/1;Mastercard;"203,17";"1,42";0;"201,75";12/04/2024
987635909;11/04/2024 - 11:05:00;Débito;Pago;1/1;Mastercard;100;"0,7";0;"99,3";12/04/2024
987666467;11/04/2024 - 11:32:09;Débito;Pago;1/1;Mastercard;150;"1,05";0;"148,95";12/04/2024
987673041;11/04/2024 - 11:37:41;Débito;Pago;1/1;Mastercard;9;"0,06";0;"8,94";12/04/2024
987678605;11/04/2024 - 11:42:16;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
987687609;11/04/2024 - 11:49:36;Débito;Pago;1/1;Mastercard;150;"1,05";0;"148,95";12/04/2024
987698229;11/04/2024 - 11:57:57;Débito;Pago;1/1;Mastercard;20;"0,14";0;"19,86";12/04/2024
987520471;11/04/2024 - 09:12:53;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
987536901;11/04/2024 - 09:29:33;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
987510755;11/04/2024 - 09:02:36;Débito;Pago;1/1;Mastercard;30;"0,21";0;"29,79";12/04/2024
987466769;11/04/2024 - 08:13:23;Débito;Pago;1/1;Mastercard;100;"0,7";0;"99,3";12/04/2024
987423619;11/04/2024 - 07:20:23;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
987424091;11/04/2024 - 07:20:59;Débito;Pago;1/1;Mastercard;150;"1,05";0;"148,95";12/04/2024
987426113;11/04/2024 - 07:23:40;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
987426579;11/04/2024 - 07:24:16;Débito;Pago;1/1;Mastercard;30;"0,21";0;"29,79";12/04/2024
987406879;11/04/2024 - 06:57:08;Débito;Pago;1/1;Mastercard;"30,57";"0,21";0;"30,36";12/04/2024
987409005;11/04/2024 - 07:00:28;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
987416359;11/04/2024 - 07:11:08;Débito;Pago;1/1;Mastercard;"245,03";"1,72";0;"243,31";12/04/2024
1019227570;11/04/2024 - 07:41:51;Débito;Pago;1/1;Mastercard;40;"0,28";0;"39,72";12/04/2024
1019324848;11/04/2024 - 09:25:24;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
1019332980;11/04/2024 - 09:33:31;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
1019252774;11/04/2024 - 08:09:36;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
1019284362;11/04/2024 - 08:44:44;Débito;Pago;1/1;Mastercard;100;"0,7";0;"99,3";12/04/2024
1019219970;11/04/2024 - 07:33:21;Débito;Pago;1/1;Mastercard;100;"0,7";0;"99,3";12/04/2024
1019186264;11/04/2024 - 06:50:58;Débito;Pago;1/1;Mastercard;70;"0,49";0;"69,51";12/04/2024
988271995;11/04/2024 - 19:32:50;Débito;Pago;1/1;Mastercard;5;"0,04";0;"4,96";12/04/2024
988331325;11/04/2024 - 20:39:47;Débito;Pago;1/1;Mastercard;30;"0,21";0;"29,79";12/04/2024
1019725314;11/04/2024 - 15:17:53;Débito;Pago;1/1;Mastercard;30;"0,21";0;"29,79";12/04/2024
1019780358;11/04/2024 - 16:04:33;Débito;Pago;1/1;Mastercard;"57,9";"0,41";0;"57,49";12/04/2024
1019822470;11/04/2024 - 16:36:51;Débito;Pago;1/1;Mastercard;19;"0,13";0;"18,87";12/04/2024
1019822898;11/04/2024 - 16:37:11;Débito;Pago;1/1;Mastercard;2;"0,01";0;"1,99";12/04/2024
1019857754;11/04/2024 - 17:01:00;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
1019890028;11/04/2024 - 17:20:29;Débito;Pago;1/1;Mastercard;70;"0,49";0;"69,51";12/04/2024
1019902030;11/04/2024 - 17:27:57;Débito;Pago;1/1;Mastercard;30;"0,21";0;"29,79";12/04/2024
1019905504;11/04/2024 - 17:30:01;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
1019923676;11/04/2024 - 17:40:28;Débito;Pago;1/1;Mastercard;30;"0,21";0;"29,79";12/04/2024
988027239;11/04/2024 - 16:40:56;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
988050939;11/04/2024 - 16:58:37;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
988089521;11/04/2024 - 17:24:12;Débito;Pago;1/1;Mastercard;20;"0,14";0;"19,86";12/04/2024
988125791;11/04/2024 - 17:46:53;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
988132173;11/04/2024 - 17:50:37;Débito;Pago;1/1;Mastercard;30;"0,21";0;"29,79";12/04/2024
988133525;11/04/2024 - 17:51:24;Débito;Pago;1/1;Mastercard;20;"0,14";0;"19,86";12/04/2024
988141605;11/04/2024 - 17:56:31;Débito;Pago;1/1;Mastercard;10;"0,07";0;"9,93";12/04/2024
988163101;11/04/2024 - 18:10:22;Débito;Pago;1/1;Mastercard;10;"0,07";0;"9,93";12/04/2024
1019362926;11/04/2024 - 10:03:22;Débito;Pago;1/1;Mastercard;24;"0,17";0;"23,83";12/04/2024
1019388824;11/04/2024 - 10:28:20;Débito;Pago;1/1;Mastercard;30;"0,21";0;"29,79";12/04/2024
1019396048;11/04/2024 - 10:35:10;Débito;Pago;1/1;Mastercard;19;"0,13";0;"18,87";12/04/2024
1019540352;11/04/2024 - 12:34:33;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
1020130454;11/04/2024 - 20:13:09;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";12/04/2024
988366211;11/04/2024 - 21:33:43;Débito;Pago;1/1;Mastercard;20;"0,14";0;"19,86";12/04/2024
988374841;11/04/2024 - 21:50:19;Débito;Pago;1/1;Mastercard;30;"0,21";0;"29,79";12/04/2024
1020039758;11/04/2024 - 18:53:22;Débito;Pago;1/1;Mastercard;30;"0,21";0;"29,79";12/04/2024
988230903;11/04/2024 - 18:57:20;Débito;Pago;1/1;Elo;"2,52";"0,03";0;"2,49";12/04/2024
1019735238;11/04/2024 - 15:26:27;Débito;Pago;1/1;Elo;20;"0,21";0;"19,79";12/04/2024
987397409;11/04/2024 - 06:41:32;Débito;Pago;1/1;Elo;50;"0,52";0;"49,48";12/04/2024
987558823;11/04/2024 - 09:50:50;Débito;Pago;1/1;Elo;60;"0,62";0;"59,38";12/04/2024
987800625;11/04/2024 - 13:17:43;Débito;Pago;1/1;Elo;100;"1,04";0;"98,96";12/04/2024
987869747;11/04/2024 - 14:21:50;Débito;Pago;1/1;Elo;"166,14";"1,73";0;"164,41";12/04/2024
988514320;14/03/2024 - 21:18:11;Crédito;Pago;1/1;Visa;"180,78";"2,62";0;"178,16";15/04/2024
959310931;15/03/2024 - 14:14:43;Crédito;Pago;1/1;Visa;"210,85";"3,06";0;"207,79";15/04/2024
959292619;15/03/2024 - 13:58:06;Crédito;Pago;1/1;Visa;"208,85";"3,03";0;"205,82";15/04/2024
959778571;15/03/2024 - 19:31:30;Crédito;Pago;1/1;Visa;"219,8";"3,19";0;"216,61";15/04/2024
988910460;15/03/2024 - 10:40:27;Crédito;Pago;1/1;Visa;"211,91";"3,07";0;"208,84";15/04/2024
960195809;16/03/2024 - 09:01:24;Crédito;Pago;1/1;Visa;"249,26";"3,61";0;"245,65";15/04/2024
960211901;16/03/2024 - 09:13:27;Crédito;Pago;1/1;Visa;200;"2,9";0;"197,1";15/04/2024
960155753;16/03/2024 - 08:26:34;Crédito;Pago;1/1;Visa;"268,6";"3,89";0;"264,71";15/04/2024
990386708;16/03/2024 - 11:05:21;Crédito;Pago;1/1;Visa;"184,5";"2,68";0;"181,82";15/04/2024
989158679;12/04/2024 - 16:50:59;Crédito;Pago;1/1;Visa;20;"0,29";0;"19,71";15/04/2024
1021118238;12/04/2024 - 17:41:56;Crédito;Pago;1/1;Visa;10;"0,14";0;"9,86";15/04/2024
1022587540;13/04/2024 - 18:18:56;Crédito;Pago;1/1;Visa;100;"1,45";0;"98,55";15/04/2024
991084593;14/04/2024 - 09:49:22;Crédito;Pago;1/1;Visa;80;"1,16";0;"78,84";15/04/2024
1023003436;14/04/2024 - 08:01:36;Crédito;Pago;1/1;Visa;100;"1,45";0;"98,55";15/04/2024
989034723;12/04/2024 - 15:19:31;Crédito;Pago;1/1;Visa;"87,33";"1,27";0;"86,06";15/04/2024
991168571;14/04/2024 - 10:59:18;Crédito;Pago;1/1;Mastercard;"80,45";"1,17";0;"79,28";15/04/2024
990685771;13/04/2024 - 19:04:11;Crédito;Pago;1/1;Mastercard;"120,9";"1,75";0;"119,15";15/04/2024
990460859;13/04/2024 - 16:11:06;Crédito;Pago;1/1;Mastercard;6;"0,09";0;"5,91";15/04/2024
991136400;16/03/2024 - 19:00:36;Crédito;Pago;1/1;Mastercard;"207,57";"3,01";0;"204,56";15/04/2024
990106108;16/03/2024 - 08:01:44;Crédito;Pago;1/1;Mastercard;"402,19";"5,83";0;"396,36";15/04/2024
989676458;15/03/2024 - 18:57:44;Crédito;Pago;1/1;Mastercard;"312,72";"4,53";0;"308,19";15/04/2024
989574540;15/03/2024 - 18:02:15;Crédito;Pago;1/1;Mastercard;"176,48";"2,56";0;"173,92";15/04/2024
959650493;15/03/2024 - 18:11:10;Crédito;Pago;1/1;Mastercard;"178,6";"2,59";0;"176,01";15/04/2024
959283001;15/03/2024 - 13:49:21;Crédito;Pago;1/1;Mastercard;"235,54";"3,42";0;"232,12";15/04/2024
988103132;14/03/2024 - 17:35:42;Crédito;Pago;1/1;Mastercard;"271,26";"3,93";0;"267,33";15/04/2024
988221436;14/03/2024 - 18:21:51;Crédito;Pago;1/1;Mastercard;"178,04";"2,58";0;"175,46";15/04/2024
987993970;14/03/2024 - 16:51:11;Crédito;Pago;1/1;Mastercard;"237,6";"3,45";0;"234,15";15/04/2024
987753894;14/03/2024 - 14:49:17;Crédito;Pago;1/1;Mastercard;"177,01";"2,57";0;"174,44";15/04/2024
987110448;14/03/2024 - 08:05:59;Crédito;Pago;1/1;Mastercard;"195,57";"2,84";0;"192,73";15/04/2024
987366178;14/03/2024 - 11:12:06;Crédito;Pago;1/1;Mastercard;"217,59";"3,16";0;"214,43";15/04/2024
989105095;12/04/2024 - 16:15:02;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";15/04/2024
1023080460;14/04/2024 - 09:34:42;Débito;Pago;1/1;Visa;"201,11";"1,41";0;"199,7";15/04/2024
1023098162;14/04/2024 - 09:50:27;Débito;Pago;1/1;Visa;"101,44";"0,71";0;"100,73";15/04/2024
1023235638;14/04/2024 - 11:30:27;Débito;Pago;1/1;Visa;"284,5";"1,99";0;"282,51";15/04/2024
1023367638;14/04/2024 - 13:00:27;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";15/04/2024
1023355224;14/04/2024 - 12:50:30;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";15/04/2024
1023559020;14/04/2024 - 16:30:11;Débito;Pago;1/1;Visa;4;"0,03";0;"3,97";15/04/2024
1023567394;14/04/2024 - 16:39:49;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";15/04/2024
991436273;14/04/2024 - 14:51:52;Débito;Pago;1/1;Visa;"186,15";"1,3";0;"184,85";15/04/2024
991154147;14/04/2024 - 10:48:02;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";15/04/2024
991164655;14/04/2024 - 10:56:22;Débito;Pago;1/1;Visa;"325,11";"2,28";0;"322,83";15/04/2024
990976815;14/04/2024 - 07:06:11;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";15/04/2024
991423711;14/04/2024 - 14:34:58;Débito;Pago;1/1;Visa;20;"0,14";0;"19,86";15/04/2024
990541343;13/04/2024 - 17:13:46;Débito;Pago;1/1;Visa;20;"0,14";0;"19,86";15/04/2024
990514565;13/04/2024 - 16:53:05;Débito;Pago;1/1;Visa;30;"0,21";0;"29,79";15/04/2024
990628195;13/04/2024 - 18:19:02;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";15/04/2024
990642907;13/04/2024 - 18:30:15;Débito;Pago;1/1;Visa;"225,75";"1,58";0;"224,17";15/04/2024
1021666480;13/04/2024 - 08:23:49;Débito;Pago;1/1;Visa;15;"0,1";0;"14,9";15/04/2024
1021724512;13/04/2024 - 09:11:23;Débito;Pago;1/1;Visa;"12,04";"0,08";0;"11,96";15/04/2024
1021725378;13/04/2024 - 09:12:03;Débito;Pago;1/1;Visa;150;"1,05";0;"148,95";15/04/2024
1021774752;13/04/2024 - 09:45:24;Débito;Pago;1/1;Visa;20;"0,14";0;"19,86";15/04/2024
1021781364;13/04/2024 - 09:49:39;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";15/04/2024
1021837248;13/04/2024 - 10:23:46;Débito;Pago;1/1;Visa;30;"0,21";0;"29,79";15/04/2024
1021841386;13/04/2024 - 10:26:20;Débito;Pago;1/1;Visa;"144,09";"1,01";0;"143,08";15/04/2024
1022134434;13/04/2024 - 12:59:37;Débito;Pago;1/1;Visa;70;"0,49";0;"69,51";15/04/2024
1022139264;13/04/2024 - 13:02:29;Débito;Pago;1/1;Visa;"99,12";"0,69";0;"98,43";15/04/2024
1022141724;13/04/2024 - 13:03:52;Débito;Pago;1/1;Visa;30;"0,21";0;"29,79";15/04/2024
1021734466;13/04/2024 - 09:18:37;Débito;Pago;1/1;Visa;30;"0,21";0;"29,79";15/04/2024
1022191444;13/04/2024 - 13:34:00;Débito;Pago;1/1;Visa;60;"0,42";0;"59,58";15/04/2024
1022200212;13/04/2024 - 13:39:36;Débito;Pago;1/1;Visa;4;"0,03";0;"3,97";15/04/2024
1022232408;13/04/2024 - 14:01:36;Débito;Pago;1/1;Visa;30;"0,21";0;"29,79";15/04/2024
1022281954;13/04/2024 - 14:37:32;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";15/04/2024
1022297310;13/04/2024 - 14:49:02;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";15/04/2024
1022314508;13/04/2024 - 15:01:57;Débito;Pago;1/1;Visa;120;"0,84";0;"119,16";15/04/2024
1022443582;13/04/2024 - 16:36:49;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";15/04/2024
1022514340;13/04/2024 - 17:27:23;Débito;Pago;1/1;Visa;"108,56";"0,76";0;"107,8";15/04/2024
1021174296;12/04/2024 - 18:12:07;Débito;Pago;1/1;Visa;"30,73";"0,22";0;"30,51";15/04/2024
989672475;13/04/2024 - 06:23:42;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";15/04/2024
989673289;13/04/2024 - 06:26:19;Débito;Pago;1/1;Visa;"49,8";"0,35";0;"49,45";15/04/2024
989675629;13/04/2024 - 06:32:43;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";15/04/2024
989688961;13/04/2024 - 07:02:49;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";15/04/2024
989852593;13/04/2024 - 09:46:08;Débito;Pago;1/1;Visa;6;"0,04";0;"5,96";15/04/2024
989873767;13/04/2024 - 09:59:48;Débito;Pago;1/1;Visa;"17,01";"0,12";0;"16,89";15/04/2024
989942441;13/04/2024 - 10:40:16;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";15/04/2024
989944241;13/04/2024 - 10:41:16;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";15/04/2024
990135609;13/04/2024 - 12:22:05;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";15/04/2024
990139923;13/04/2024 - 12:24:18;Débito;Pago;1/1;Visa;"119,66";"0,84";0;"118,82";15/04/2024
990141861;13/04/2024 - 12:25:20;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";15/04/2024
990146173;13/04/2024 - 12:27:32;Débito;Pago;1/1;Visa;30;"0,21";0;"29,79";15/04/2024
990279035;13/04/2024 - 13:49:33;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";15/04/2024
990430507;13/04/2024 - 15:46:57;Débito;Pago;1/1;Visa;30;"0,21";0;"29,79";15/04/2024
990290921;13/04/2024 - 13:58:10;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";15/04/2024
989314337;12/04/2024 - 18:23:30;Débito;Pago;1/1;Visa;40;"0,28";0;"39,72";15/04/2024
989510541;12/04/2024 - 20:57:17;Débito;Pago;1/1;Visa;20;"0,14";0;"19,86";15/04/2024
1020351612;12/04/2024 - 07:51:38;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";15/04/2024
1020361264;12/04/2024 - 08:02:04;Débito;Pago;1/1;Visa;"30,49";"0,21";0;"30,28";15/04/2024
1020400678;12/04/2024 - 08:43:36;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";15/04/2024
1020407786;12/04/2024 - 08:50:49;Débito;Pago;1/1;Visa;"142,65";1;0;"141,65";15/04/2024
1020462536;12/04/2024 - 09:41:29;Débito;Pago;1/1;Visa;20;"0,14";0;"19,86";15/04/2024
989388075;12/04/2024 - 19:13:32;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";15/04/2024
1020697390;12/04/2024 - 12:45:16;Débito;Pago;1/1;Visa;20;"0,14";0;"19,86";15/04/2024
1020909914;12/04/2024 - 15:34:37;Débito;Pago;1/1;Visa;43;"0,3";0;"42,7";15/04/2024
1021070288;12/04/2024 - 17:16:54;Débito;Pago;1/1;Visa;50;"0,35";0;"49,65";15/04/2024
988525289;12/04/2024 - 08:07:37;Débito;Pago;1/1;Visa;20;"0,14";0;"19,86";15/04/2024
988684859;12/04/2024 - 10:37:49;Débito;Pago;1/1;Visa;"57,6";"0,4";0;"57,2";15/04/2024
988691737;12/04/2024 - 10:44:01;Débito;Pago;1/1;Visa;125;"0,88";0;"124,12";15/04/2024
988803425;12/04/2024 - 12:11:51;Débito;Pago;1/1;Visa;"15,39";"0,11";0;"15,28";15/04/2024
988819463;12/04/2024 - 12:23:33;Débito;Pago;1/1;Visa;20;"0,14";0;"19,86";15/04/2024
988633223;12/04/2024 - 09:52:54;Débito;Pago;1/1;Visa;100;"0,7";0;"99,3";15/04/2024
988728553;12/04/2024 - 11:14:17;Débito;Pago;1/1;Visa;"17,43";"0,12";0;"17,31";15/04/2024
989016911;12/04/2024 - 15:04:21;Débito;Pago;1/1;Visa;30;"0,21";0;"29,79";15/04/2024
989028835;12/04/2024 - 15:14:18;Débito;Pago;1/1;Mastercard;"90,29";"0,63";0;"89,66";15/04/2024
988746391;12/04/2024 - 11:29:08;Débito;Pago;1/1;Mastercard;100;"0,7";0;"99,3";15/04/2024
988682225;12/04/2024 - 10:35:35;Débito;Pago;1/1;Mastercard;"683,57";"4,78";0;"678,79";15/04/2024
988853811;12/04/2024 - 12:48:16;Débito;Pago;1/1;Mastercard;10;"0,07";0;"9,93";15/04/2024
988855497;12/04/2024 - 12:49:33;Débito;Pago;1/1;Mastercard;"20,67";"0,14";0;"20,53";15/04/2024
988864079;12/04/2024 - 12:55:55;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";15/04/2024
988876649;12/04/2024 - 13:05:29;Débito;Pago;1/1;Mastercard;100;"0,7";0;"99,3";15/04/2024
988909297;12/04/2024 - 13:30:38;Débito;Pago;1/1;Mastercard;30;"0,21";0;"29,79";15/04/2024
988936669;12/04/2024 - 13:54:16;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";15/04/2024
988939269;12/04/2024 - 13:56:25;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";15/04/2024
988954345;12/04/2024 - 14:09:36;Débito;Pago;1/1;Mastercard;10;"0,07";0;"9,93";15/04/2024
988961509;12/04/2024 - 14:15:48;Débito;Pago;1/1;Mastercard;20;"0,14";0;"19,86";15/04/2024
988968541;12/04/2024 - 14:22:03;Débito;Pago;1/1;Mastercard;50;"0,35";0;"49,65";15/04/2024
988973091;12/04/2024 - 14:26:00;Débito;Pago;1/1;Mastercard;15;"0,1";0;"14,9";15/04/2024
988996355;12/04/2024 - 14:46:14;Débito;Pago;1/1;Mastercard;20;"0,14";0;"19,86";15/04/2024
